city,state,soil_type,N,P,K,temperature,humidity,ph,rainfall,season,month,label
chennai,tamil_nadu,clay,65,40,46,32.1,60.3,7.2,182.6,Kharif,8,groundnut
mahendragarh,haryana,sandy_loam,29,27,29,15.1,31.6,7.5,79.1,Rabi,12,barley
kolkata,west_bengal,alluvial,65,40,53,25.5,89.7,6.1,195.3,Annual,1,tea
kochi,kerala,loamy,68,38,53,26.2,87.3,6.2,239.7,Kharif,9,rice
chennai,tamil_nadu,clay,92,57,69,27.3,55.2,6.2,90.9,Kharif,7,groundnut
siliguri,west_bengal,laterite,71,35,53,26.4,71.5,5.9,297.5,Kharif,7,maize
nagpur,maharashtra,black,82,57,59,25.0,62.9,6.8,118.1,Annual,8,oranges
amritsar,punjab,alluvial,99,52,64,24.1,56.0,6.6,123.8,Kharif,9,maize
mahendragarh,haryana,sandy_loam,42,35,37,17.3,56.7,7.7,113.9,Rabi,12,barley
pune,maharashtra,black,85,33,58,16.5,38.7,6.8,105.6,Kharif,9,groundnut
jaipur,rajasthan,sandy,38,31,21,30.2,17.2,8.0,95.0,Kharif,8,bajra
siliguri,west_bengal,laterite,82,31,47,15.5,66.3,6.1,177.3,Kharif,9,rice
madurai,tamil_nadu,loamy,81,44,37,23.1,66.4,6.7,141.3,Kharif,9,groundnut
jaipur,rajasthan,sandy,35,15,39,22.2,23.8,7.8,59.1,Rabi,12,barley
ludhiana,punjab,alluvial,79,54,41,12.8,61.4,7.4,129.8,Rabi,1,wheat
jaipur,rajasthan,sandy,58,35,41,35.8,41.9,7.6,50.8,Kharif,6,pulses
mahendragarh,haryana,sandy_loam,28,39,32,29.2,57.2,7.4,51.0,Rabi,11,gram
ludhiana,punjab,alluvial,71,40,40,30.2,60.4,6.6,193.8,Rabi,2,wheat
ludhiana,punjab,alluvial,72,53,46,10.9,49.8,7.1,78.4,Kharif,7,rice
pune,maharashtra,black,77,33,49,19.1,47.5,6.2,116.3,Rabi,2,wheat
kolkata,west_bengal,alluvial,66,44,47,20.9,84.5,6.6,186.4,Kharif,9,rice
ludhiana,punjab,alluvial,89,64,49,21.5,69.7,7.2,168.7,Kharif,9,rice
lucknow,uttar_pradesh,alluvial,76,60,38,25.6,79.3,7.0,188.8,Kharif,7,sugarcane
thiruvananthapuram,kerala,laterite,71,35,55,30.1,82.4,6.5,326.6,Kharif,7,tapioca
ludhiana,punjab,alluvial,108,69,48,20.1,55.3,7.2,125.5,Kharif,6,maize
kochi,kerala,loamy,56,37,59,25.7,81.4,5.7,219.8,Kharif,7,rice
amritsar,punjab,alluvial,88,46,39,16.8,54.3,6.7,127.0,Kharif,9,rice
jaipur,rajasthan,sandy,33,23,30,34.2,37.8,7.8,117.8,Kharif,8,pulses
madurai,tamil_nadu,loamy,64,53,45,26.5,55.1,6.1,208.5,Annual,1,banana
pune,maharashtra,black,88,57,59,24.9,41.4,6.6,69.0,Rabi,12,gram
jaipur,rajasthan,sandy,28,35,24,40.6,18.8,7.3,74.9,Kharif,7,bajra
thiruvananthapuram,kerala,laterite,82,32,48,29.8,75.6,6.1,233.9,Kharif,7,rice
amritsar,punjab,alluvial,89,49,53,18.7,54.1,6.8,133.8,Kharif,7,maize
ludhiana,punjab,alluvial,94,45,45,19.9,55.2,7.2,164.0,Kharif,9,maize
lucknow,uttar_pradesh,alluvial,84,43,62,12.2,76.3,6.5,162.1,Rabi,11,wheat
jodhpur,rajasthan,sandy,44,24,24,32.0,21.3,8.1,15.0,Kharif,8,millets
amritsar,punjab,alluvial,82,44,64,11.9,35.4,7.0,127.0,Kharif,9,maize
jaipur,rajasthan,sandy,50,38,31,28.4,24.2,8.5,27.1,Rabi,2,barley
mahendragarh,haryana,sandy_loam,35,21,44,20.9,30.2,7.9,113.9,Rabi,2,wheat
jodhpur,rajasthan,sandy,23,30,27,42.4,32.1,7.7,12.4,Kharif,8,pulses
lucknow,uttar_pradesh,alluvial,69,38,54,21.8,67.2,6.4,174.4,Rabi,11,wheat
madurai,tamil_nadu,loamy,57,54,37,30.4,72.9,6.4,162.1,Annual,1,sugarcane
ludhiana,punjab,alluvial,80,66,43,14.8,49.1,7.5,148.8,Kharif,9,rice
siliguri,west_bengal,laterite,78,38,59,26.4,78.2,5.1,277.2,Kharif,8,maize
thiruvananthapuram,kerala,laterite,67,53,41,31.4,77.2,5.5,397.1,Annual,3,coconut
lucknow,uttar_pradesh,alluvial,66,32,59,28.1,61.0,7.0,199.3,Rabi,11,wheat
amritsar,punjab,alluvial,81,62,39,12.1,40.5,7.4,94.1,Rabi,1,wheat
lucknow,uttar_pradesh,alluvial,72,31,58,14.8,70.4,6.4,231.4,Kharif,7,rice
siliguri,west_bengal,laterite,82,45,40,16.0,62.1,5.2,162.9,Kharif,6,rice
mahendragarh,haryana,sandy_loam,55,30,41,29.0,20.4,7.3,144.2,Rabi,12,gram
madurai,tamil_nadu,loamy,56,36,51,32.3,59.4,6.5,214.7,Kharif,6,groundnut
nagpur,maharashtra,black,81,54,67,24.1,57.3,6.3,104.1,Kharif,9,soybean
pune,maharashtra,black,74,49,38,33.5,65.6,6.8,60.4,Kharif,9,sorghum
lucknow,uttar_pradesh,alluvial,68,30,54,13.2,61.2,7.4,202.8,Kharif,9,sugarcane
pune,maharashtra,black,89,51,65,24.8,58.1,6.0,149.3,Kharif,9,sorghum
lucknow,uttar_pradesh,alluvial,100,41,62,11.2,72.3,6.5,144.4,Rabi,11,wheat
chennai,tamil_nadu,clay,99,60,45,28.2,83.2,7.4,160.9,Kharif,9,groundnut
madurai,tamil_nadu,loamy,74,39,54,24.5,53.6,6.5,160.1,Kharif,6,groundnut
lucknow,uttar_pradesh,alluvial,68,45,60,12.3,73.3,7.5,247.6,Kharif,6,sugarcane
jaipur,rajasthan,sandy,32,30,41,31.9,22.3,7.3,114.4,Kharif,9,bajra
kochi,kerala,loamy,82,31,50,30.5,79.9,5.9,270.1,Kharif,6,rice
kochi,kerala,loamy,85,37,48,30.5,84.5,6.0,398.9,Annual,11,banana
kolkata,west_bengal,alluvial,80,40,52,32.7,82.3,6.7,237.7,Kharif,6,rice
thiruvananthapuram,kerala,laterite,64,37,43,24.9,71.6,5.1,342.9,Kharif,9,tapioca
pune,maharashtra,black,86,41,43,31.2,68.4,6.6,60.2,Rabi,11,gram
mahendragarh,haryana,sandy_loam,49,28,30,29.3,51.9,7.9,36.4,Rabi,12,gram
madurai,tamil_nadu,loamy,56,42,35,29.0,61.5,6.1,212.0,Kharif,7,groundnut
lucknow,uttar_pradesh,alluvial,89,34,54,17.4,69.9,7.3,217.3,Kharif,9,rice
mahendragarh,haryana,sandy_loam,44,31,42,13.1,59.9,7.7,82.2,Rabi,1,gram
lucknow,uttar_pradesh,alluvial,78,52,65,19.8,79.2,6.5,217.3,Kharif,9,rice
pune,maharashtra,black,94,53,38,32.5,62.2,6.9,161.8,Rabi,12,gram
nagpur,maharashtra,black,61,52,65,24.1,57.1,7.0,166.1,Annual,3,oranges
siliguri,west_bengal,laterite,78,34,44,24.1,64.9,6.3,228.8,Annual,9,tea
amritsar,punjab,alluvial,115,49,49,24.0,52.3,6.9,97.9,Kharif,6,rice
amritsar,punjab,alluvial,82,63,55,7.2,56.8,7.1,121.4,Rabi,12,wheat
lucknow,uttar_pradesh,alluvial,87,51,61,14.4,42.3,6.5,150.0,Kharif,9,rice
mahendragarh,haryana,sandy_loam,52,19,40,28.1,29.8,7.1,71.6,Rabi,1,wheat
nagpur,maharashtra,black,71,55,64,32.0,69.6,6.7,72.5,Annual,10,oranges
jaipur,rajasthan,sandy,42,35,40,29.8,15.3,7.2,32.2,Kharif,9,pulses
madurai,tamil_nadu,loamy,51,48,53,34.8,62.0,6.7,93.2,Kharif,7,groundnut
chennai,tamil_nadu,clay,90,55,67,27.6,58.8,6.5,201.3,Annual,7,sugarcane
lucknow,uttar_pradesh,alluvial,85,56,57,10.5,62.2,6.8,214.3,Kharif,7,sugarcane
jaipur,rajasthan,sandy,38,36,23,24.0,33.0,7.3,75.5,Kharif,6,bajra
thiruvananthapuram,kerala,laterite,52,34,53,25.6,72.9,5.8,367.3,Annual,2,coconut
mahendragarh,haryana,sandy_loam,57,24,31,34.2,26.9,8.0,105.6,Rabi,11,wheat
pune,maharashtra,black,83,58,53,27.5,50.6,6.6,157.3,Kharif,6,sorghum
jodhpur,rajasthan,sandy,26,31,16,27.2,15.6,7.8,68.3,Kharif,7,pulses
amritsar,punjab,alluvial,107,51,43,10.3,53.7,6.6,70.6,Kharif,7,maize
siliguri,west_bengal,laterite,67,39,37,27.3,76.9,6.4,178.6,Kharif,7,maize
pune,maharashtra,black,90,52,47,28.6,54.7,6.6,131.6,Kharif,8,cotton
amritsar,punjab,alluvial,90,65,48,16.9,63.9,6.7,72.4,Kharif,7,rice
jodhpur,rajasthan,sandy,24,20,35,24.0,37.3,8.3,20.2,Kharif,9,millets
thiruvananthapuram,kerala,laterite,50,33,47,31.8,74.0,6.4,352.2,Kharif,8,rice
ludhiana,punjab,alluvial,107,66,55,21.2,55.9,7.2,179.8,Kharif,8,rice
jodhpur,rajasthan,sandy,23,15,25,42.8,21.7,7.8,61.9,Kharif,6,pulses
thiruvananthapuram,kerala,laterite,80,48,39,26.1,82.4,6.1,324.7,Kharif,9,tapioca
amritsar,punjab,alluvial,73,69,58,23.6,46.1,7.3,121.4,Kharif,8,rice
siliguri,west_bengal,laterite,60,39,46,25.4,72.6,5.4,235.6,Kharif,9,maize
kochi,kerala,loamy,95,35,59,26.8,79.7,5.6,219.9,Annual,5,coconut
kochi,kerala,loamy,65,33,45,29.2,83.3,6.0,418.6,Annual,2,coconut
siliguri,west_bengal,laterite,70,40,51,23.9,76.9,5.8,174.9,Kharif,7,maize
mahendragarh,haryana,sandy_loam,25,37,33,27.6,50.0,7.2,116.1,Rabi,12,gram
lucknow,uttar_pradesh,alluvial,98,44,65,14.4,77.2,7.1,231.7,Kharif,6,sugarcane
amritsar,punjab,alluvial,78,56,46,31.8,47.7,6.9,84.8,Rabi,1,wheat
ludhiana,punjab,alluvial,104,67,54,31.2,48.7,7.0,89.7,Kharif,7,maize
mahendragarh,haryana,sandy_loam,38,24,49,33.3,45.7,7.8,24.6,Rabi,2,gram
jaipur,rajasthan,sandy,28,26,20,33.5,24.9,7.5,20.5,Kharif,9,pulses
kochi,kerala,loamy,77,30,46,27.0,78.0,6.0,424.6,Annual,7,coconut
siliguri,west_bengal,laterite,55,29,59,23.5,65.7,5.6,209.9,Annual,8,tea
siliguri,west_bengal,laterite,80,33,38,27.9,76.4,5.7,178.0,Annual,9,tea
kochi,kerala,loamy,77,42,47,25.3,75.6,5.9,386.0,Annual,1,pepper
mahendragarh,haryana,sandy_loam,55,36,28,13.0,39.6,7.5,108.6,Rabi,12,barley
amritsar,punjab,alluvial,102,63,64,26.3,59.8,6.6,154.9,Kharif,9,rice
thiruvananthapuram,kerala,laterite,59,41,51,24.1,82.3,5.1,362.6,Kharif,7,rice
siliguri,west_bengal,laterite,68,40,44,18.7,62.1,5.6,273.5,Kharif,6,maize
kochi,kerala,loamy,72,37,56,31.0,78.7,6.3,249.6,Annual,4,coconut
kochi,kerala,loamy,67,39,54,24.8,81.0,5.8,248.0,Kharif,7,rice
amritsar,punjab,alluvial,109,46,37,29.5,46.4,7.0,124.0,Kharif,6,rice
pune,maharashtra,black,77,45,38,24.7,57.5,6.3,97.7,Kharif,8,soybean
nagpur,maharashtra,black,75,45,43,21.3,30.0,6.7,105.0,Kharif,9,soybean
nagpur,maharashtra,black,98,38,67,21.3,67.9,6.4,102.6,Kharif,8,soybean
ludhiana,punjab,alluvial,91,51,53,29.9,62.3,7.1,140.7,Rabi,12,wheat
pune,maharashtra,black,63,48,59,16.7,38.7,6.6,144.3,Rabi,1,gram
mahendragarh,haryana,sandy_loam,37,37,34,33.1,23.0,7.5,64.6,Rabi,12,gram
kochi,kerala,loamy,89,39,42,24.9,81.3,6.2,422.9,Annual,4,pepper
thiruvananthapuram,kerala,laterite,73,44,55,29.7,86.4,5.1,272.2,Kharif,8,tapioca
jodhpur,rajasthan,sandy,37,32,19,28.4,38.7,7.6,78.1,Kharif,7,millets
pune,maharashtra,black,81,51,69,31.5,69.0,6.2,165.1,Rabi,2,gram
siliguri,west_bengal,laterite,67,44,43,17.7,60.1,5.9,268.4,Kharif,9,maize
mahendragarh,haryana,sandy_loam,57,37,43,23.1,32.1,7.2,112.1,Rabi,2,gram
jodhpur,rajasthan,sandy,34,11,32,27.2,11.2,7.6,71.9,Kharif,7,millets
amritsar,punjab,alluvial,111,47,61,12.5,38.5,7.1,115.9,Kharif,6,rice
kolkata,west_bengal,alluvial,90,52,57,23.7,64.0,6.9,173.1,Kharif,6,jute
mahendragarh,haryana,sandy_loam,39,38,50,17.0,30.2,7.0,105.5,Rabi,1,wheat
lucknow,uttar_pradesh,alluvial,84,60,55,16.7,65.0,6.9,99.2,Kharif,6,sugarcane
jaipur,rajasthan,sandy,42,21,38,33.9,40.7,7.6,64.6,Kharif,8,bajra
kochi,kerala,loamy,64,60,45,27.5,81.9,6.3,244.0,Annual,6,pepper
chennai,tamil_nadu,clay,101,44,41,27.7,81.6,7.2,196.9,Kharif,7,groundnut
pune,maharashtra,black,54,43,50,23.6,57.6,6.4,161.4,Kharif,7,cotton
amritsar,punjab,alluvial,108,43,47,17.0,38.3,6.5,139.7,Kharif,6,maize
mahendragarh,haryana,sandy_loam,30,23,24,33.5,44.0,7.8,21.2,Rabi,12,barley
thiruvananthapuram,kerala,laterite,55,36,39,27.8,80.1,5.7,215.9,Kharif,8,rice
kolkata,west_bengal,alluvial,67,31,57,29.7,78.8,6.1,268.5,Kharif,7,jute
ludhiana,punjab,alluvial,102,68,56,19.2,40.0,6.7,84.0,Kharif,6,maize
siliguri,west_bengal,laterite,75,34,42,27.0,77.1,6.0,293.0,Annual,6,tea
ludhiana,punjab,alluvial,77,47,33,33.8,48.5,6.6,100.1,Kharif,7,sugarcane
kolkata,west_bengal,alluvial,79,34,45,26.0,70.0,6.2,196.5,Kharif,6,rice
madurai,tamil_nadu,loamy,89,39,46,33.4,56.8,6.5,131.7,Kharif,8,groundnut
nagpur,maharashtra,black,60,62,49,32.0,35.9,6.1,122.5,Annual,2,oranges
thiruvananthapuram,kerala,laterite,57,48,48,31.7,75.0,5.1,398.8,Annual,2,coconut
amritsar,punjab,alluvial,90,55,48,19.5,64.2,7.1,116.4,Kharif,8,rice
amritsar,punjab,alluvial,94,53,52,19.9,51.0,7.0,138.6,Kharif,7,maize
siliguri,west_bengal,laterite,77,38,51,22.5,77.3,6.1,290.6,Annual,10,tea
pune,maharashtra,black,63,57,36,21.9,51.6,6.1,75.4,Kharif,6,sorghum
kolkata,west_bengal,alluvial,69,44,44,31.7,76.5,6.9,195.8,Kharif,7,jute
pune,maharashtra,black,58,33,44,22.2,35.9,7.0,112.0,Kharif,6,soybean
kochi,kerala,loamy,85,40,41,25.0,77.1,5.7,203.1,Kharif,6,rice
lucknow,uttar_pradesh,alluvial,71,45,58,13.6,61.1,7.4,149.3,Rabi,12,wheat
kochi,kerala,loamy,96,30,58,24.8,75.9,6.1,351.0,Annual,8,banana
amritsar,punjab,alluvial,70,52,61,18.0,63.4,7.0,125.4,Kharif,7,maize
nagpur,maharashtra,black,79,57,54,25.6,36.3,7.0,133.0,Annual,9,oranges
amritsar,punjab,alluvial,95,59,36,12.7,40.5,7.2,107.1,Kharif,7,maize
lucknow,uttar_pradesh,alluvial,90,40,55,26.7,73.1,6.2,212.6,Kharif,9,rice
madurai,tamil_nadu,loamy,67,33,38,23.0,65.1,6.8,83.9,Annual,4,banana
nagpur,maharashtra,black,64,41,40,31.6,42.4,6.6,149.4,Kharif,6,cotton
mahendragarh,haryana,sandy_loam,30,33,38,11.1,59.5,7.5,26.2,Rabi,1,barley
ludhiana,punjab,alluvial,92,64,39,33.9,55.0,6.8,108.6,Kharif,6,maize
kolkata,west_bengal,alluvial,70,43,63,27.1,75.1,6.8,124.3,Kharif,6,rice
thiruvananthapuram,kerala,laterite,87,31,44,25.3,82.3,5.1,317.7,Annual,8,coconut
kochi,kerala,loamy,98,39,50,31.0,82.5,6.5,352.2,Annual,4,coconut
jodhpur,rajasthan,sandy,28,20,24,29.9,35.7,7.9,72.3,Kharif,9,pulses
thiruvananthapuram,kerala,laterite,65,36,54,28.9,87.2,5.9,398.8,Kharif,9,tapioca
ludhiana,punjab,alluvial,89,57,57,34.2,63.4,6.6,64.1,Rabi,12,wheat
kolkata,west_bengal,alluvial,65,32,48,28.1,70.6,6.1,247.9,Kharif,8,rice
jaipur,rajasthan,sandy,41,39,34,34.3,19.2,7.2,76.9,Rabi,2,barley
mahendragarh,haryana,sandy_loam,50,28,47,25.5,47.2,7.4,86.6,Kharif,8,bajra
chennai,tamil_nadu,clay,65,56,66,30.1,62.9,7.3,196.0,Kharif,8,groundnut
chennai,tamil_nadu,clay,75,57,75,24.1,80.6,6.4,106.9,Annual,1,banana
siliguri,west_bengal,laterite,67,39,56,16.2,71.6,6.0,330.0,Annual,4,tea
jaipur,rajasthan,sandy,36,38,23,40.2,42.7,8.2,39.9,Kharif,6,bajra
kolkata,west_bengal,alluvial,70,49,55,23.0,82.2,6.1,201.8,Kharif,8,rice
jodhpur,rajasthan,sandy,29,30,21,29.0,10.9,8.1,36.6,Kharif,9,millets
thiruvananthapuram,kerala,laterite,80,36,36,25.7,70.4,6.1,273.0,Annual,7,coconut
nagpur,maharashtra,black,65,39,44,22.9,33.3,6.9,123.2,Annual,3,oranges
siliguri,west_bengal,laterite,76,33,40,25.8,62.3,6.4,218.4,Kharif,7,maize
thiruvananthapuram,kerala,laterite,62,41,65,27.4,78.6,6.0,215.4,Annual,3,coconut
kochi,kerala,loamy,99,54,40,27.9,88.4,5.7,380.7,Annual,6,pepper
chennai,tamil_nadu,clay,80,56,60,24.2,81.9,7.4,164.9,Annual,3,banana
kolkata,west_bengal,alluvial,68,46,63,20.1,73.5,6.8,142.6,Kharif,9,rice
jaipur,rajasthan,sandy,27,21,43,41.5,27.6,7.8,36.6,Kharif,6,pulses
siliguri,west_bengal,laterite,61,31,56,22.5,60.4,6.2,153.2,Annual,6,tea
nagpur,maharashtra,black,104,50,69,25.5,44.1,6.8,119.6,Annual,2,oranges
thiruvananthapuram,kerala,laterite,61,44,48,27.0,79.9,5.2,275.9,Annual,2,coconut
nagpur,maharashtra,black,103,48,58,30.6,67.5,6.9,73.9,Annual,12,oranges
ludhiana,punjab,alluvial,71,59,59,19.1,54.9,7.3,189.1,Rabi,11,wheat
ludhiana,punjab,alluvial,88,67,43,13.7,63.3,7.1,67.2,Kharif,6,sugarcane
lucknow,uttar_pradesh,alluvial,82,60,60,33.8,56.5,7.2,193.7,Rabi,11,wheat
kochi,kerala,loamy,78,44,72,26.0,88.2,5.8,409.6,Annual,1,pepper
thiruvananthapuram,kerala,laterite,65,30,63,31.3,70.6,5.0,353.9,Annual,11,coconut
lucknow,uttar_pradesh,alluvial,81,35,65,24.9,57.2,6.8,134.4,Kharif,8,sugarcane
chennai,tamil_nadu,clay,63,60,67,25.5,74.1,7.5,109.5,Annual,7,banana
kolkata,west_bengal,alluvial,73,37,43,29.9,63.8,6.1,223.8,Annual,3,tea
siliguri,west_bengal,laterite,81,42,40,27.3,65.1,5.1,237.5,Kharif,8,maize
madurai,tamil_nadu,loamy,51,49,57,29.1,74.3,6.6,83.5,Kharif,7,groundnut
kochi,kerala,loamy,95,52,51,25.7,88.5,5.8,333.9,Annual,8,coconut
pune,maharashtra,black,66,51,38,20.2,67.7,6.6,149.4,Rabi,2,gram
chennai,tamil_nadu,clay,89,54,47,25.3,63.5,7.3,95.8,Annual,2,sugarcane
jaipur,rajasthan,sandy,50,18,35,37.5,27.4,7.7,82.6,Rabi,12,barley
pune,maharashtra,black,74,58,55,27.0,50.8,6.2,101.8,Rabi,2,gram
amritsar,punjab,alluvial,77,50,46,19.6,53.4,7.0,59.0,Kharif,6,maize
kochi,kerala,loamy,67,31,74,24.2,82.7,5.7,416.7,Annual,2,banana
ludhiana,punjab,alluvial,90,44,37,10.3,60.7,6.6,91.0,Kharif,6,rice
pune,maharashtra,black,95,47,53,23.9,63.3,6.4,192.5,Kharif,8,cotton
pune,maharashtra,black,62,51,52,33.3,38.6,6.8,142.3,Kharif,7,sorghum
amritsar,punjab,alluvial,97,68,49,18.0,57.4,7.3,114.7,Rabi,2,wheat
chennai,tamil_nadu,clay,72,53,62,28.5,74.0,6.1,108.4,Kharif,9,groundnut
mahendragarh,haryana,sandy_loam,51,24,39,30.7,45.8,8.0,65.8,Rabi,1,gram
mahendragarh,haryana,sandy_loam,45,28,45,14.6,29.8,7.2,68.3,Rabi,12,wheat
amritsar,punjab,alluvial,70,50,57,7.3,44.9,7.0,135.4,Kharif,6,rice
pune,maharashtra,black,74,39,48,25.0,38.6,6.3,145.1,Rabi,11,wheat
thiruvananthapuram,kerala,laterite,86,50,48,29.5,77.8,6.2,223.6,Kharif,6,tapioca
mahendragarh,haryana,sandy_loam,27,23,33,13.0,38.1,7.6,96.9,Rabi,2,mustard
pune,maharashtra,black,68,30,35,32.3,45.0,6.8,116.4,Rabi,11,wheat
jodhpur,rajasthan,sandy,21,12,30,24.1,34.1,8.2,29.2,Kharif,8,millets
thiruvananthapuram,kerala,laterite,55,47,59,26.5,81.0,5.6,333.2,Annual,7,coconut
jaipur,rajasthan,sandy,48,34,23,20.6,16.4,7.0,30.5,Rabi,11,barley
kolkata,west_bengal,alluvial,73,37,45,21.2,81.7,6.8,266.9,Annual,12,tea
jodhpur,rajasthan,sandy,36,35,16,24.4,38.4,7.6,33.1,Kharif,6,millets
chennai,tamil_nadu,clay,104,40,48,31.0,58.6,6.5,105.2,Kharif,8,groundnut
chennai,tamil_nadu,clay,102,38,73,30.3,72.3,7.0,246.0,Kharif,9,groundnut
kolkata,west_bengal,alluvial,67,32,48,30.7,81.3,6.4,270.4,Annual,8,tea
pune,maharashtra,black,94,32,39,33.5,37.1,6.0,90.3,Rabi,12,gram
lucknow,uttar_pradesh,alluvial,91,33,45,15.4,63.6,6.8,223.1,Rabi,12,wheat
thiruvananthapuram,kerala,laterite,79,50,39,30.8,71.9,5.2,381.7,Annual,12,coconut
siliguri,west_bengal,laterite,79,37,41,15.9,70.6,6.0,340.3,Kharif,7,rice
chennai,tamil_nadu,clay,69,49,46,32.9,62.2,7.3,111.8,Annual,2,banana
mahendragarh,haryana,sandy_loam,47,23,23,33.2,23.4,7.4,39.6,Rabi,2,mustard
jodhpur,rajasthan,sandy,23,24,23,30.1,11.5,7.9,75.0,Kharif,8,pulses
pune,maharashtra,black,75,35,52,25.1,52.3,6.4,155.4,Kharif,7,sorghum
madurai,tamil_nadu,loamy,64,33,36,33.6,64.4,6.2,154.5,Annual,2,sugarcane
nagpur,maharashtra,black,85,47,46,22.0,63.0,6.7,129.3,Kharif,9,cotton
amritsar,punjab,alluvial,110,49,57,22.5,57.0,6.6,100.4,Rabi,1,wheat
kochi,kerala,loamy,74,45,50,26.2,76.0,5.7,425.0,Annual,12,pepper
amritsar,punjab,alluvial,97,50,35,11.6,42.9,6.6,121.5,Rabi,2,wheat
lucknow,uttar_pradesh,alluvial,90,48,35,22.7,49.9,6.2,215.6,Kharif,8,rice
chennai,tamil_nadu,clay,74,51,72,26.0,59.4,6.1,131.8,Annual,5,banana
kochi,kerala,loamy,86,52,74,25.8,82.3,5.9,203.4,Annual,8,banana
kolkata,west_bengal,alluvial,88,46,64,29.3,86.0,6.8,207.2,Kharif,8,jute
nagpur,maharashtra,black,100,35,49,35.6,64.3,6.7,79.8,Annual,9,oranges
jaipur,rajasthan,sandy,52,26,26,36.4,20.8,8.4,83.9,Kharif,7,bajra
nagpur,maharashtra,black,94,63,68,35.8,65.0,6.2,187.4,Annual,11,oranges
kolkata,west_bengal,alluvial,78,43,48,24.3,61.2,6.5,181.8,Kharif,9,jute
chennai,tamil_nadu,clay,89,53,62,27.5,84.1,6.7,196.5,Annual,7,sugarcane
jaipur,rajasthan,sandy,58,24,39,32.3,19.9,7.7,26.5,Kharif,7,pulses
nagpur,maharashtra,black,62,41,58,32.9,34.9,6.5,60.7,Kharif,9,cotton
kolkata,west_bengal,alluvial,61,38,44,24.9,68.5,6.9,239.8,Annual,1,tea
thiruvananthapuram,kerala,laterite,55,52,43,25.1,83.2,5.6,382.0,Kharif,7,tapioca
nagpur,maharashtra,black,90,64,62,22.5,57.1,6.4,115.9,Kharif,6,cotton
ludhiana,punjab,alluvial,108,49,35,23.2,60.4,6.8,136.7,Kharif,8,maize
madurai,tamil_nadu,loamy,58,43,52,24.6,57.6,6.3,209.8,Annual,5,sugarcane
jaipur,rajasthan,sandy,49,40,33,22.1,30.8,8.0,70.4,Kharif,7,pulses
madurai,tamil_nadu,loamy,79,41,48,28.1,74.0,6.5,207.8,Kharif,8,groundnut
mahendragarh,haryana,sandy_loam,33,34,49,17.6,29.7,7.5,36.5,Rabi,11,mustard
jodhpur,rajasthan,sandy,45,14,27,36.7,23.9,8.3,46.3,Kharif,6,pulses
lucknow,uttar_pradesh,alluvial,63,38,61,35.6,44.3,6.9,216.2,Kharif,6,rice
chennai,tamil_nadu,clay,63,38,72,32.9,56.6,6.3,104.5,Kharif,8,groundnut
kochi,kerala,loamy,69,39,59,28.4,85.8,6.4,401.4,Annual,3,pepper
chennai,tamil_nadu,clay,67,37,40,25.8,81.4,6.8,122.0,Annual,4,banana
ludhiana,punjab,alluvial,102,54,42,9.5,43.7,6.9,197.4,Kharif,6,sugarcane
lucknow,uttar_pradesh,alluvial,99,51,49,32.3,64.7,6.6,180.9,Kharif,8,rice
amritsar,punjab,alluvial,80,56,58,25.2,41.0,7.0,74.7,Rabi,12,wheat
ludhiana,punjab,alluvial,87,52,42,26.8,43.2,6.9,113.7,Kharif,8,sugarcane
mahendragarh,haryana,sandy_loam,32,33,32,10.3,32.1,7.6,136.1,Kharif,9,bajra
chennai,tamil_nadu,clay,82,39,69,34.6,68.8,6.0,106.9,Kharif,6,groundnut
jodhpur,rajasthan,sandy,53,22,31,23.4,29.7,7.9,60.3,Kharif,8,millets
kolkata,west_bengal,alluvial,68,55,64,29.2,87.7,6.1,271.1,Kharif,7,jute
jaipur,rajasthan,sandy,36,33,42,40.4,38.3,7.8,32.9,Rabi,2,barley
kolkata,west_bengal,alluvial,71,48,59,31.6,62.0,6.0,251.9,Annual,10,tea
pune,maharashtra,black,81,59,65,21.1,43.1,6.8,188.4,Kharif,6,cotton
thiruvananthapuram,kerala,laterite,61,53,63,27.1,87.5,6.4,193.6,Kharif,6,rice
nagpur,maharashtra,black,64,49,63,28.9,63.6,6.9,105.0,Kharif,6,cotton
kochi,kerala,loamy,63,65,52,25.4,82.4,6.2,256.4,Annual,7,pepper
kochi,kerala,loamy,88,42,45,28.1,84.4,6.2,250.9,Annual,7,coconut
thiruvananthapuram,kerala,laterite,73,54,48,28.5,85.6,5.5,330.1,Kharif,6,rice
kochi,kerala,loamy,68,60,72,26.5,84.3,6.1,234.5,Annual,4,pepper
ludhiana,punjab,alluvial,110,52,57,9.9,42.3,7.3,94.7,Kharif,9,sugarcane
ludhiana,punjab,alluvial,73,59,47,16.9,46.7,7.4,188.3,Kharif,7,sugarcane
nagpur,maharashtra,black,64,62,50,35.4,33.0,6.6,179.4,Kharif,8,soybean
chennai,tamil_nadu,clay,85,54,43,30.6,81.8,6.9,239.3,Annual,5,banana
nagpur,maharashtra,black,62,45,66,22.7,43.4,6.8,79.5,Annual,1,oranges
jodhpur,rajasthan,sandy,35,25,17,39.7,26.9,8.1,68.5,Kharif,6,pulses
thiruvananthapuram,kerala,laterite,54,43,54,29.9,86.7,6.3,285.3,Kharif,8,rice
